Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)",184620000,16.1
CENSUS,2007,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (100,000 TO 249,999 $)",184698000,
CENSUS,2012,YEAR,,STATE,VERMONT,50,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),184838000,3.5
CENSUS,2012,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (100,000 TO 249,999 $)",185039000,17.1
CENSUS,2012,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",IRRIGATION STATUS,IRRIGATION STATUS: (ANY ON OPERATION),185059000,3.5
CENSUS,2012,YEAR,,STATE,FLORIDA,12,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)",185235000,2.3
CENSUS,2012,YEAR,,STATE,TEXAS,48,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES),185291000,22.4
CENSUS,2012,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),185335000,1.5
CENSUS,2012,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",CONCENTRATION,CONCENTRATION: (TOP 10 PCT OF OPERATIONS ON FARM SALES BASIS),185378000,1.3
CENSUS,2012,YEAR,,STATE,TEXAS,48,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (25,000 TO 49,999 $)",185652000,4
CENSUS,2012,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (1,000,000 OR MORE $)",185662000,28.1
CENSUS,2017,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES),186196000,6.9
CENSUS,2007,YEAR,,STATE,TEXAS,48,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (1,000 TO 4,999 $)",186317000,
CENSUS,2012,YEAR,,STATE,OHIO,39,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES),186368000,2.3
CENSUS,2012,YEAR,,COUNTY,OHIO,39,WEST CENTRAL,40,DARKE,37,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,186767000,6.4
CENSUS,2012,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),186803000,5
CENSUS,2012,YEAR,,STATE,OHIO,39,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (250,000 TO 499,999 $)",186928000,2.3
CENSUS,2012,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES),186972000,9.9
CENSUS,2012,YEAR,,COUNTY,WASHINGTON,53,EAST CENTRAL,50,GRANT,25,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,187028000,8.5
CENSUS,2002,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",CONCENTRATION,CONCENTRATION: (TOP 25 PCT OF OPERATIONS ON FARM SALES BASIS),187268000,
CENSUS,2012,YEAR,,STATE,TEXAS,48,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (100,000 TO 249,999 $)",187463000,7.3
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES),187535000,7.2
CENSUS,2002,YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (500,000 TO 999,999 $)",187712000,
CENSUS,2017,YEAR,,COUNTY,OHIO,39,WEST CENTRAL,40,MERCER,107,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,187787000,7.2
CENSUS,2007,YEAR,,STATE,FLORIDA,12,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",CONCENTRATION,CONCENTRATION: (TOP 50 PCT OF OPERATIONS ON FARM SALES BASIS),188013000,
CENSUS,2012,YEAR,,STATE,KENTUCKY,21,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (500,000 TO 999,999 $)",188027000,2.2
CENSUS,2017,YEAR,,STATE,INDIANA,18,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)",188171000,9.5
CENSUS,2007,YEAR,,COUNTY,ARKANSAS,5,NORTHWEST,10,BENTON,7,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,188385000,
CENSUS,2012,YEAR,,COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,LAMB,279,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,188755000,32.3
CENSUS,2012,YEAR,,COUNTY,MICHIGAN,26,SOUTHWEST,70,ALLEGAN,5,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,188878000,4.6
CENSUS,2012,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (250,000 TO 499,999 $)",188896000,11.3
CENSUS,2012,YEAR,,STATE,ARIZONA,4,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",IRRIGATION STATUS,IRRIGATION STATUS: (ANY ON OPERATION),188994000,4.3
CENSUS,2012,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",CONCENTRATION,CONCENTRATION: (TOP 50 PCT OF OPERATIONS ON FARM SALES BASIS),189083000,6.9
CENSUS,2012,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES),189121000,2.3
CENSUS,2017,YEAR,,STATE,LOUISIANA,22,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (100,000 OR MORE $)",189275000,5.5
CENSUS,2007,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (1,000,000 OR MORE $)",189442000,
CENSUS,2007,YEAR,,STATE,INDIANA,18,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (500,000 TO 999,999 $)",189468000,
CENSUS,1997,YEAR,,COUNTY,ARKANSAS,5,NORTHWEST,10,WASHINGTON,143,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,189781000,
CENSUS,1997,YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (1,000,000 OR MORE $)",189897000,
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES),190454000,6.5
CENSUS,2012,YEAR,,STATE,FLORIDA,12,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),190490000,8
CENSUS,2007,YEAR,,STATE,UTAH,49,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",IRRIGATION STATUS,IRRIGATION STATUS: (NONE ON OPERATION),190510000,
CENSUS,2017,YEAR,,COUNTY,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,DE KALB,49,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,190818000,14.3
CENSUS,2017,YEAR,,STATE,UTAH,49,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)",190873000,2
CENSUS,2012,YEAR,,STATE,ARIZONA,4,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),190996000,2.1
CENSUS,2012,YEAR,,STATE,KENTUCKY,21,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES),191313000,5.4
CENSUS,2017,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",CONCENTRATION,CONCENTRATION: (TOP 10 PCT OF OPERATIONS ON FARM SALES BASIS),191828000,18.6
CENSUS,2012,YEAR,,COUNTY,IDAHO,16,SOUTH CENTRAL,80,TWIN FALLS,83,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,192018000,3
CENSUS,2017,YEAR,,STATE,MONTANA,30,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",IRRIGATION STATUS,IRRIGATION STATUS: (NONE ON OPERATION),192143000,7.7
CENSUS,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES),192164000,4.8
CENSUS,2012,YEAR,,STATE,IOWA,19,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES),192264000,17.5
CENSUS,1997,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,UNION,179,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,192578000,
CENSUS,2002,YEAR,,STATE,MONTANA,30,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,192619000,
CENSUS,2012,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)",192647000,2.1
CENSUS,2012,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",CONCENTRATION,CONCENTRATION: (TOP 75 PCT OF OPERATIONS ON FARM SALES BASIS),192721000,4
CENSUS,2002,YEAR,,STATE,DELAWARE,10,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (100,000 OR MORE $)",192841000,
CENSUS,2002,YEAR,,STATE,UTAH,49,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (100,000 OR MORE $)",192882000,
CENSUS,2007,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (1,000,000 OR MORE $)",192916000,
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",IRRIGATION STATUS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),192991000,1.9
CENSUS,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (500,000 TO 999,999 $)",193110000,11.2
CENSUS,2017,YEAR,,STATE,MISSOURI,29,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),193165000,6.1
CENSUS,2017,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",IRRIGATION STATUS,IRRIGATION STATUS: (NONE ON OPERATION),193178000,3.1
CENSUS,2017,YEAR,,STATE,COLORADO,8,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),193297000,13.2
CENSUS,1997,YEAR,,COUNTY,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,CULLMAN,43,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,193777000,
CENSUS,2012,YEAR,,COUNTY,COLORADO,8,NORTHEAST,20,MORGAN,87,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,193788000,3.2
CENSUS,2017,YEAR,,COUNTY,TEXAS,48,SOUTH CENTRAL,81,GONZALES,177,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,193843000,5.4
CENSUS,2017,YEAR,,STATE,IOWA,19,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES),193871000,5.6
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)",194086000,3.6
CENSUS,2012,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000,000 OR MORE $)",194265000,6.7
CENSUS,2012,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",FARM SALES,"FARM SALES: (1,000,000 OR MORE $)",194265000,6.7
CENSUS,2017,YEAR,,STATE,DELAWARE,10,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",CONCENTRATION,CONCENTRATION: (TOP 50 PCT OF OPERATIONS ON FARM SALES BASIS),194450000,9.8
CENSUS,2012,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES),194455000,14.4
CENSUS,1997,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (100,000 OR MORE $)",194528000,
CENSUS,2012,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),194759000,3.9
CENSUS,2012,YEAR,,COUNTY,OHIO,39,WEST CENTRAL,40,MERCER,107,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,194814000,6.4
CENSUS,1997,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (LESS THAN 1,000 $)",194985000,
CENSUS,2002,YEAR,,STATE,LOUISIANA,22,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",CONCENTRATION,CONCENTRATION: (TOP 75 PCT OF OPERATIONS ON FARM SALES BASIS),195401000,
CENSUS,2017,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,195412000,3.1
CENSUS,2012,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES),195490000,5.8
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,NORTHWEST,10,BENTON,7,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,195606000,20.2
CENSUS,2017,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (500,000 TO 999,999 $)",195688000,15.1
CENSUS,2012,YEAR,,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,MOORE,341,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,196139000,32.3
CENSUS,2012,YEAR,,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,SWISHER,437,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,196339000,32.3
CENSUS,2017,YEAR,,COUNTY,NEW MEXICO,35,SOUTHEAST,90,CHAVES,5,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,197041000,3.1
CENSUS,2002,YEAR,,STATE,ARIZONA,4,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",IRRIGATION STATUS,IRRIGATION STATUS: (NONE ON OPERATION),197165000,
CENSUS,2012,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),197497000,3
CENSUS,2007,YEAR,,STATE,IDAHO,16,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",CONCENTRATION,CONCENTRATION: (TOP 10 PCT OF OPERATIONS ON FARM SALES BASIS),197553000,
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",IRRIGATION STATUS,IRRIGATION STATUS: (ANY ON OPERATION),197671000,3.2
CENSUS,2002,YEAR,,STATE,LOUISIANA,22,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (100,000 OR MORE $)",197857000,
CENSUS,2007,YEAR,,STATE,ARIZONA,4,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",IRRIGATION STATUS,IRRIGATION STATUS: (ANY ON OPERATION),197874000,
CENSUS,2007,YEAR,,STATE,COLORADO,8,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",IRRIGATION STATUS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),198157000,
CENSUS,2017,YEAR,,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,SHERMAN,421,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,198158000,5.4
CENSUS,2017,YEAR,,STATE,TEXAS,48,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES),198247000,15.2
CENSUS,2012,YEAR,,STATE,MARYLAND,24,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (500,000 TO 999,999 $)",198314000,2.2
CENSUS,2002,YEAR,,STATE,UTAH,49,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",CONCENTRATION,CONCENTRATION: (TOP 75 PCT OF OPERATIONS ON FARM SALES BASIS),198480000,
CENSUS,2017,YEAR,,STATE,MONTANA,30,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",CONCENTRATION,CONCENTRATION: (TOP 50 PCT OF OPERATIONS ON FARM SALES BASIS),198489000,7.8
CENSUS,2007,YEAR,,STATE,DELAWARE,10,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",CONCENTRATION,CONCENTRATION: (TOP 50 PCT OF OPERATIONS ON FARM SALES BASIS),198552000,
CENSUS,2012,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),198756000,3.6
CENSUS,2017,YEAR,,STATE,TEXAS,48,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES),198965000,6.9
CENSUS,2007,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,SCOTT,171,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,198980000,
CENSUS,2007,YEAR,,STATE,UTAH,49,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",IRRIGATION STATUS,IRRIGATION STATUS: (ANY ON OPERATION),199059000,
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),199528000,1.5
CENSUS,2017,YEAR,,STATE,INDIANA,18,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)",199540000,5.2
CENSUS,2012,YEAR,,STATE,TEXAS,48,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (5,000 TO 9,999 $)",199811000,2.3
CENSUS,2002,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (LESS THAN 1,000 $)",199950000,
CENSUS,2012,YEAR,,STATE,IOWA,19,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES),199986000,4
CENSUS,2012,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,STEARNS,145,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,200234000,9.2
CENSUS,2012,YEAR,,STATE,DELAWARE,10,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES),200299000,9.1
CENSUS,2002,YEAR,,STATE,MISSOURI,29,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",CONCENTRATION,CONCENTRATION: (TOP 10 PCT OF OPERATIONS ON FARM SALES BASIS),200654000,
CENSUS,2002,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (100,000 TO 249,999 $)",200781000,
CENSUS,2007,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",CONCENTRATION,CONCENTRATION: (TOP 25 PCT OF OPERATIONS ON FARM SALES BASIS),200799000,
CENSUS,2017,YEAR,,COUNTY,IDAHO,16,SOUTH CENTRAL,80,JEROME,53,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,200951000,4.5
CENSUS,2007,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",CONCENTRATION,CONCENTRATION: (TOP 25 PCT OF OPERATIONS ON FARM SALES BASIS),200957000,
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES),201175000,9.8
CENSUS,1997,YEAR,,STATE,IOWA,19,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (50,000 TO 99,999 $)",201187000,
CENSUS,2017,YEAR,,STATE,MONTANA,30,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",IRRIGATION STATUS,IRRIGATION STATUS: (ANY ON OPERATION),201434000,8
CENSUS,2017,YEAR,,COUNTY,IOWA,19,SOUTHEAST,90,WASHINGTON,183,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,201693000,10.2
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (250,000 TO 499,999 $)",201805000,7
CENSUS,1997,YEAR,,STATE,UTAH,49,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,201875000,
CENSUS,2012,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (50,000 TO 99,999 $)",202210000,2.3
CENSUS,1997,YEAR,,STATE,IOWA,19,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (250,000 TO 499,999 $)",202426000,
CENSUS,2012,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (500,000 TO 999,999 $)",202698000,4.2
CENSUS,2002,YEAR,,STATE,KANSAS,20,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",CONCENTRATION,CONCENTRATION: (TOP 10 PCT OF OPERATIONS ON FARM SALES BASIS),202779000,
CENSUS,2007,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (250,000 TO 499,999 $)",202912000,
CENSUS,2012,YEAR,,STATE,TEXAS,48,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),203614000,9.6
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES),203619000,6.3
CENSUS,2017,YEAR,,STATE,OHIO,39,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES),203688000,6.2
CENSUS,2012,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES),203717000,18.3
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,CASTRO,69,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,203806000,
CENSUS,2002,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",CONCENTRATION,CONCENTRATION: (TOP 50 PCT OF OPERATIONS ON FARM SALES BASIS),204421000,
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)",204431000,1.3
CENSUS,2017,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),205006000,5.7
